CL10018.Contig2_All	cds.comp141958_c0_seq1|m.40357	67.39	276	86	2	1148	321	3	274	2e-128	  389	1260	51.032	360	16.7725	1056	53.2057	2754	125.2361	291	13.6754	688	34.2595	1407	79.1965	988	59.4844	gi|291242201|ref|XP_002740997.1|	59.3	4.00E-07	"PREDICTED: splicing factor, arginine/serine-rich 12-like [Saccoglossus kowalevskii]"	--	--	--	--	sp|O01159|RSP7_CAEEL	251	2.00E-66	"Probable splicing factor, arginine/serine-rich 7 OS=Caenorhabditis elegans GN=rsp-7 PE=2 SV=3"	--	--	--	--	--	K13165	2.00E-93	343	nvi:100121615	"splicing factor, arginine/serine-rich 12"	-	-	-
CL10018.Contig2_All	cds.comp141958_c0_seq2|m.40358	67.39	276	86	2	1148	321	3	274	3e-128	  389	1260	51.032	360	16.7725	1056	53.2057	2754	125.2361	291	13.6754	688	34.2595	1407	79.1965	988	59.4844	gi|291242201|ref|XP_002740997.1|	59.3	4.00E-07	"PREDICTED: splicing factor, arginine/serine-rich 12-like [Saccoglossus kowalevskii]"	--	--	--	--	sp|O01159|RSP7_CAEEL	251	2.00E-66	"Probable splicing factor, arginine/serine-rich 7 OS=Caenorhabditis elegans GN=rsp-7 PE=2 SV=3"	--	--	--	--	--	K13165	2.00E-93	343	nvi:100121615	"splicing factor, arginine/serine-rich 12"	-	-	-
CL10444.Contig2_All	cds.comp139378_c0_seq1|m.32244	62.27	273	87	3	1214	2020	1	261	3e-106	  328	2134	53.261	1095	30.1221	1011	30.0761	1788	48.0075	1274	35.3503	787	23.1389	940	31.2403	887	31.5316	gi|344240249|gb|EGV96352.1|	639	0	Large subunit GTPase 1-like [Cricetulus griseus]	gi|229577160|ref|NM_001159844.1|	83.8	3.00E-12	"Acyrthosiphon pisum large subunit GTPase 1 homolog (Lsg1), mRNA"	sp|Q5BJT6|LSG1_RAT	624	3.00E-178	Large subunit GTPase 1 homolog OS=Rattus norvegicus GN=Lsg1 PE=2 SV=1	YGL099w	352	1.00E-96	COG1161	Predicted GTPases	K14539	1.00E-177	624	rno:288029	large subunit GTPase 1 [EC:3.6.1.-]	GO:0051168//nuclear export	GO:0005525//GTP binding	GO:0015030//Cajal body;GO:0005783//endoplasmic reticulum
CL10444.Contig2_All	cds.comp139378_c0_seq2|m.32247	62.27	273	87	3	1214	2020	1	261	3e-106	  328	2134	53.261	1095	30.1221	1011	30.0761	1788	48.0075	1274	35.3503	787	23.1389	940	31.2403	887	31.5316	gi|344240249|gb|EGV96352.1|	639	0	Large subunit GTPase 1-like [Cricetulus griseus]	gi|229577160|ref|NM_001159844.1|	83.8	3.00E-12	"Acyrthosiphon pisum large subunit GTPase 1 homolog (Lsg1), mRNA"	sp|Q5BJT6|LSG1_RAT	624	3.00E-178	Large subunit GTPase 1 homolog OS=Rattus norvegicus GN=Lsg1 PE=2 SV=1	YGL099w	352	1.00E-96	COG1161	Predicted GTPases	K14539	1.00E-177	624	rno:288029	large subunit GTPase 1 [EC:3.6.1.-]	GO:0051168//nuclear export	GO:0005525//GTP binding	GO:0015030//Cajal body;GO:0005783//endoplasmic reticulum
CL10520.Contig1_All	cds.comp131392_c0_seq3|m.19126	59.56	319	125	2	46	996	1	317	2e-127	  378	1496	52.9178	672	26.3696	219	9.2935	304	11.6434	141	5.5809	633	26.5482	531	25.1736	348	17.6467	gi|260789534|ref|XP_002589801.1|	370.9	7.00E-101	hypothetical protein BRAFLDRAFT_125901 [Branchiostoma floridae] >gi|229274984|gb|EEN45812.1| hypothetical protein BRAFLDRAFT_125901 [Branchiostoma floridae]	gi|340375422|ref|XM_003386186.1|	79.8	3.00E-11	"PREDICTED: Amphimedon queenslandica cysteine and histidine-rich domain-containing protein 1-like (LOC100632368), mRNA"	sp|Q9D1P4|CHRD1_MOUSE	339	8.00E-93	Cysteine and histidine-rich domain-containing protein 1 OS=Mus musculus GN=Chordc1 PE=1 SV=1	--	--	--	--	--	K12795	2.00E-08	61.2	xtr:548910	suppressor of G2 allele of SKP1	GO:2000299;GO:0080134//regulation of response to stress;GO:0010824//regulation of centrosome duplication;GO:0061077	GO:0008270//zinc ion binding;GO:0005509//calcium ion binding;GO:0051879//Hsp90 protein binding;GO:0042802//identical protein binding	-
CL10637.Contig2_All	cds.comp143736_c1_seq3|m.47353	76.03	292	68	2	73	948	1	290	2e-139	  421	2707	60.7899	1169	25.3508	488	11.4445	816	17.2718	107	2.3405	1529	35.4391	558	14.6194	356	9.9765	gi|126308628|ref|XP_001370778.1|	688	0	PREDICTED: hepatocyte growth factor-regulated tyrosine kinase substrate [Monodelphis domestica]	gi|332650663|gb|JF894129.1|	125	1.00E-24	Mytilus chilensis clone G12 microsatellite sequence	sp|Q0V8S0|HGS_BOVIN	680	0	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Bos taurus GN=HGS PE=2 SV=1	--	--	--	--	--	K12182	0	687	mdo:100025702	hepatocyte growth factor-regulated tyrosine kinase substrate	GO:0016044//membrane organization;GO:0046426//negative regulation of JAK-STAT cascade;GO:0046907//intracellular transport;GO:0008152//metabolic process;GO:0007173//epidermal growth factor receptor signaling pathway	GO:0019904//protein domain specific binding	GO:0005829//cytosol;GO:0005769//early endosome
CL10637.Contig2_All	cds.comp143736_c1_seq4|m.47354	73.37	323	79	3	73	1026	1	321	1e-144	  435	2707	60.7899	1169	25.3508	488	11.4445	816	17.2718	107	2.3405	1529	35.4391	558	14.6194	356	9.9765	gi|126308628|ref|XP_001370778.1|	688	0	PREDICTED: hepatocyte growth factor-regulated tyrosine kinase substrate [Monodelphis domestica]	gi|332650663|gb|JF894129.1|	125	1.00E-24	Mytilus chilensis clone G12 microsatellite sequence	sp|Q0V8S0|HGS_BOVIN	680	0	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Bos taurus GN=HGS PE=2 SV=1	--	--	--	--	--	K12182	0	687	mdo:100025702	hepatocyte growth factor-regulated tyrosine kinase substrate	GO:0016044//membrane organization;GO:0046426//negative regulation of JAK-STAT cascade;GO:0046907//intracellular transport;GO:0008152//metabolic process;GO:0007173//epidermal growth factor receptor signaling pathway	GO:0019904//protein domain specific binding	GO:0005829//cytosol;GO:0005769//early endosome
CL10658.Contig2_All	cds.comp142798_c0_seq1|m.43475	73.45	354	90	1	3616	2555	7	356	5e-176	  532	3858	69.4401	2768	42.1182	5716	94.0578	3784	56.1985	291	4.4663	1680	27.3219	1662	30.5528	5144	101.1476	gi|325297060|ref|NP_001191534.1|	416.4	5.00E-114	reductase-related protein [Aplysia californica] >gi|3043931|gb|AAC13268.1| reductase-related protein [Aplysia californica]	--	--	--	--	sp|Q7M732|RTL1_MOUSE	77	3.00E-13	Retrotransposon-like protein 1 OS=Mus musculus GN=Rtl1 PE=2 SV=1	CAC3503	210	1.00E-53	COG0451	Nucleoside-diphosphate-sugar epimerases	K04952	7.00E-15	84.3	rno:83686	cyclic nucleotide gated channel beta 1	GO:0008152//metabolic process	GO:0016491//oxidoreductase activity	-
CL10658.Contig3_All	cds.comp142798_c0_seq1|m.43475	73.33	360	92	1	5493	4414	1	356	3e-174	  540	5609	85.8751	5189	54.308	7267	82.2498	4229	43.2004	768	8.1076	2822	31.5671	3315	41.9161	9356	126.5381	gi|291241501|ref|XP_002740647.1|	415.6	1.00E-113	PREDICTED: hypothetical protein [Saccoglossus kowalevskii]	--	--	--	--	sp|Q7M732|RTL1_MOUSE	77	4.00E-13	Retrotransposon-like protein 1 OS=Mus musculus GN=Rtl1 PE=2 SV=1	CAC3503	211	1.00E-53	COG0451	Nucleoside-diphosphate-sugar epimerases	K04952	1.00E-14	84.3	rno:83686	cyclic nucleotide gated channel beta 1	GO:0008152//metabolic process	GO:0016491//oxidoreductase activity	-
CL10784.Contig1_All	cds.comp142628_c3_seq1|m.42785	80.29	279	55	0	315	1151	1	279	1e-168	  479	1295	264.5699	3003	136.1291	1391	68.1902	1398	61.8548	595	27.206	2651	128.4408	981	53.7256	920	53.8933	gi|157128068|ref|XP_001661299.1|	592.4	1.00E-167	vacuolar ATP synthase subunit ac39 [Aedes aegypti] >gi|94469114|gb|ABF18406.1| vacuolar H+-ATPase V0 sector subunit d [Aedes aegypti] >gi|108872708|gb|EAT36933.1| vacuolar ATP synthase subunit ac39 [Aedes aegypti]	gi|383860707|ref|XM_003705783.1|	125	5.00E-25	"PREDICTED: Megachile rotundata V-type proton ATPase subunit d-like (LOC100882564), mRNA"	sp|Q9W4P5|VA0D1_DROME	591	1.00E-168	V-type proton ATPase subunit d 1 OS=Drosophila melanogaster GN=VhaAC39-1 PE=2 SV=1	SPAC17A2.03c	360	4.00E-99	COG1527	Archaeal/vacuolar-type H+-ATPase subunit C	K02146	2.00E-168	592	aag:AaeL_AAEL011025	V-type H+-transporting ATPase subunit AC39 [EC:3.6.3.14]	GO:0008593//regulation of Notch signaling pathway;GO:0007035//vacuolar acidification;GO:0015991//ATP hydrolysis coupled proton transport	"GO:0008553//hydrogen-exporting ATPase activity, phosphorylative mechanism"	"GO:0000220//vacuolar proton-transporting V-type ATPase, V0 domain;GO:0005886//plasma membrane"
CL10784.Contig1_All	cds.comp142628_c3_seq2|m.42786	80.29	279	55	0	315	1151	1	279	1e-168	  479	1295	264.5699	3003	136.1291	1391	68.1902	1398	61.8548	595	27.206	2651	128.4408	981	53.7256	920	53.8933	gi|157128068|ref|XP_001661299.1|	592.4	1.00E-167	vacuolar ATP synthase subunit ac39 [Aedes aegypti] >gi|94469114|gb|ABF18406.1| vacuolar H+-ATPase V0 sector subunit d [Aedes aegypti] >gi|108872708|gb|EAT36933.1| vacuolar ATP synthase subunit ac39 [Aedes aegypti]	gi|383860707|ref|XM_003705783.1|	125	5.00E-25	"PREDICTED: Megachile rotundata V-type proton ATPase subunit d-like (LOC100882564), mRNA"	sp|Q9W4P5|VA0D1_DROME	591	1.00E-168	V-type proton ATPase subunit d 1 OS=Drosophila melanogaster GN=VhaAC39-1 PE=2 SV=1	SPAC17A2.03c	360	4.00E-99	COG1527	Archaeal/vacuolar-type H+-ATPase subunit C	K02146	2.00E-168	592	aag:AaeL_AAEL011025	V-type H+-transporting ATPase subunit AC39 [EC:3.6.3.14]	GO:0008593//regulation of Notch signaling pathway;GO:0007035//vacuolar acidification;GO:0015991//ATP hydrolysis coupled proton transport	"GO:0008553//hydrogen-exporting ATPase activity, phosphorylative mechanism"	"GO:0000220//vacuolar proton-transporting V-type ATPase, V0 domain;GO:0005886//plasma membrane"
