cds.comp100047_c0_seq2	CHOYP_LOC589390.1.1|m.11589	55.07	138	62	0	4	141	101	238	5e-54	  179
cds.comp100097_c2_seq1	CHOYP_IPO11.1.1|m.10814	50.66	227	111	1	1	226	496	722	2e-64	  216
cds.comp100104_c0_seq1	CHOYP_NEMVEDRAFT_V1G247395.6.8|m.36005	28.26	322	185	9	1	316	28	309	7e-33	  130
cds.comp100104_c1_seq1	CHOYP_BRAFLDRAFT_118535.5.8|m.53809	56.52	138	57	2	1	136	2409	2545	7e-42	  151
cds.comp100105_c0_seq1	CHOYP_BRAFLDRAFT_125635.1.1|m.10767	61.40	285	83	10	10	283	297	565	4e-102	  313
cds.comp100108_c1_seq1	CHOYP_APLP.2.2|m.55987	59.41	372	145	2	1	368	548	917	3e-153	  484
cds.comp100120_c0_seq1	CHOYP_LOC100877947.1.1|m.51907	53.54	99	45	1	1	99	558	655	4e-34	  126
cds.comp100152_c0_seq1	CHOYP_DICPUDRAFT_50844.1.1|m.23441	56.50	223	95	1	1	223	34	254	2e-75	  243
cds.comp100184_c0_seq1	CHOYP_LOC100370334.1.1|m.48934	58.74	143	59	0	1	143	393	535	2e-53	  179
cds.comp100185_c1_seq1	CHOYP_SVEP1.5.8|m.35492	50.89	169	70	4	6	174	363	518	1e-38	  140
cds.comp100187_c0_seq1	CHOYP_BRAFLDRAFT_206907.7.11|m.42201	72.22	90	25	0	6	95	1	90	2e-43	  143
cds.comp100239_c0_seq1	CHOYP_ZPR_4288.1.1|m.2620	46.67	105	56	0	1	105	254	358	7e-30	  114
cds.comp100298_c0_seq1	CHOYP_RPS11.2.5|m.21116	37.67	223	134	3	4	222	65	286	3e-42	  148
cds.comp100366_c1_seq1	CHOYP_LOC100636568.1.1|m.16013	63.49	189	69	0	2	190	1103	1291	8e-80	  261
cds.comp100369_c0_seq1	CHOYP_contig_009048|m.10508	48.44	128	63	2	1	127	1	126	1e-33	  117
cds.comp100439_c1_seq1	CHOYP_SC6A8.1.1|m.33915	52.85	193	88	1	1	190	439	631	4e-69	  225
cds.comp100440_c0_seq1	CHOYP_BRAFLDRAFT_214694.1.1|m.26594	73.71	194	51	0	1	194	9	202	6e-104	  301
cds.comp100442_c1_seq1	CHOYP_LOC101175691.1.1|m.55537	47.02	151	77	1	5	155	380	527	2e-41	  146
cds.comp100480_c1_seq1	CHOYP_VKR.1.1|m.56628	71.29	101	29	0	1	101	908	1008	3e-42	  150
cds.comp100486_c1_seq1	CHOYP_contig_031360|m.35812	47.50	240	109	6	1	235	39	266	9e-60	  193
cds.comp100507_c0_seq1	CHOYP_BRAFLDRAFT_106563.3.5|m.36215	43.97	141	78	1	3	143	4	143	3e-37	  132
cds.comp100517_c0_seq1	CHOYP_BRAFLDRAFT_209377.1.1|m.60234	72.41	203	51	3	1	201	774	973	1e-91	  291
cds.comp100523_c0_seq1	CHOYP_LOC100369711.1.1|m.57992	45.39	141	69	2	1	138	241	376	3e-32	  120
cds.comp100540_c0_seq1	CHOYP_MESH1.1.3|m.13824	72.59	135	37	0	1	135	62	196	3e-66	  203
cds.comp100564_c0_seq1	CHOYP_OTU5B.1.1|m.6211	65.29	412	132	6	1	409	1	404	0.0	  542
cds.comp100564_c0_seq2	CHOYP_OTU5B.1.1|m.6211	58.13	523	191	10	1	507	1	511	0.0	  584
cds.comp100581_c0_seq1	CHOYP_ASK1.1.2|m.586	77.08	144	33	0	3	146	577	720	3e-72	  237
cds.comp10062_c0_seq1	CHOYP_MVP.1.1|m.56230	69.47	95	29	0	1	95	169	263	8e-40	  142
cds.comp100661_c0_seq1	CHOYP_MOB1.1.1|m.19452	95.36	194	9	0	47	240	1	194	2e-139	  395
cds.comp100680_c0_seq1	CHOYP_SI1L1.2.2|m.60746	49.22	258	123	6	12	265	220	473	2e-66	  226
cds.comp100709_c0_seq1	CHOYP_LOC659713.1.1|m.21648	65.00	120	40	2	2	120	4802	4920	5e-43	  155
cds.comp100725_c0_seq1	CHOYP_RPC_1864.1.1|m.19056	37.23	282	144	9	1	266	35	299	2e-47	  163
cds.comp100732_c0_seq1	CHOYP_TAZ.1.1|m.8371	41.24	97	56	1	3	99	164	259	3e-21	86.3
cds.comp100741_c0_seq1	CHOYP_CTL2.1.2|m.3857	75.94	266	64	0	3	268	533	798	1e-146	  435
cds.comp100747_c0_seq1	CHOYP_BRAFLDRAFT_123981.1.1|m.9319	47.09	344	169	3	2	332	24	367	5e-88	  290
cds.comp100750_c0_seq1	CHOYP_SMP_051990.5.7|m.43424	35.53	152	93	3	1	147	311	462	8e-26	  105
cds.comp100759_c2_seq1	CHOYP_LOC100216141.1.1|m.32125	64.29	168	60	0	1	168	182	349	2e-77	  241
cds.comp100792_c0_seq1	CHOYP_HX1.1.1|m.23716	54.51	233	106	0	1	233	377	609	7e-83	  263
cds.comp100839_c1_seq1	CHOYP_KPBB.2.2|m.46100	69.68	155	47	0	1	155	259	413	1e-72	  237
cds.comp100841_c0_seq1	CHOYP_BRAFLDRAFT_80394.2.9|m.12720	48.74	119	61	0	1	119	67	185	5e-33	  119
cds.comp100874_c0_seq1	CHOYP_GLT13.2.2|m.10604	62.70	126	41	2	1	120	1	126	1e-49	  168
